date,aod_ask,aod_wcus,aod_acn,aod_acs,aod_gp,aod_ice,aod_sva,date,aod_sav,aod_rac,aod_na,aod_ce,aod_cme,aod_ca,aod_saw,aod_sae,aod_lol,aod_san,aod_nz,aod_as
2000/3/5,148.93316435867,81.41717741906,296.258333333333,272,114.331120103401,110.154725199333,215.441195198789,2000/3/5,82.7344956012617,84.5,147.79587086126,63.5029517570731,144.489659720303,87.3193933915411,73.8673349442215,64.046609320074,190.782228332988,82.7895649415165,184.295924124307,98.8641968939674
2000/3/6,124.211216785837,125.670380390344,260.294523597507,249.494519546949,144.496981935366,196.0418318509,204.845684264826,2000/3/6,242.690432029555,56.9456361895929,141.425865336618,128.347635224441,118.09649122807,123.203232796017,100.24133826654,91.4586071907706,116.141926761016,78.3799422661806,153.63013744471,84.3346800937037
2000/3/7,161.930556740035,165.743694739796,255.969696969697,212.538461538462,149.095238095238,231.226393947885,196.494501178319,2000/3/7,164.946613230928,83.8571527517461,236.190372999243,110.641831192126,262.902782833799,109.250382496067,140.755894651297,69.8949886757084,177.591645860007,86.0348354799156,63.5856525600851,83.2313686338774
2000/3/8,152.761618267962,135.474545844508,230.689655172414,290.285714285714,163.843804682523,134.674917250759,220.661508649742,2000/3/8,152.981749396085,141.856766656349,157.251147779981,155.477878236905,,114.992312126681,57.6937967807491,109.200961659018,205.81263542624,86.02080676284,52.4452846028678,106.494859858709
2000/3/9,116.593281310972,210.893003437474,266.337985360873,,115.951498181671,202.931946616715,130.999453360616,2000/3/9,223.423270329486,135,239.005126684543,92.8733687848554,153.669679218968,220.840862481768,156.140187928528,37.2887026704045,131.207264466809,73.9279104624827,32.3040010682957,97.7158848880687
2000/3/10,170.744453425906,181.841162259334,274.809127798092,,236.66939759386,123.453528930894,100.077647325832,2000/3/10,165.438064057976,293.446937426557,194.997775685948,101.128151660921,162,76.8357377245993,105.866727198339,81.3492874722233,130.546197811282,76.129863050667,129.64199322854,100.73022203976
2000/3/11,181.339758362214,180.30568901312,193.078202269674,223.407902298851,109.15829848825,181.727417771232,131.926783615886,2000/3/11,163.124140819645,151.293186144619,203.105142469699,174.77050675572,96.2074306648122,138.312048400298,119.454671416677,103.086917599008,140.684139910003,103.741038819885,114.577207998492,87.1614978121862
2000/3/12,187.183300222387,204.889629880585,209.489964309368,135.833333333333,106.167693887171,242.494781068921,121.391277774765,2000/3/12,141.616111691195,110.822476885048,186.67027968949,100.863521726159,337.664179104478,86.6429189095071,49.8814401275481,119.702964588129,187.885911422389,,138.683144736141,105.092269439651
2000/3/13,183.945126762057,129.045664024414,275.195,79.8504672897196,144.444237908199,168.873286559803,136.562591935741,2000/3/13,162.980939750429,109.541248736915,154.878726668873,277.842934053478,140.275442920676,135.912181425429,62.5480571065462,128.909705518289,136.929957672904,96.0783038307082,58.0186650472038,87.466509142273
2000/3/14,196.240645740935,167.466852252154,281.855555555556,158.396086369771,162.238125502011,116.444626281215,110.2,2000/3/14,116.653736396731,86.6894683500655,161.901812775071,305.072748858393,154,100.409599921592,107.961813539491,84.6795930566723,164.188936837387,108.868734793478,133.826244917102,81.1509574022338
2000/3/15,,,,,177.6,47.8032786885246,141.351428420432,2000/3/15,117.691756162733,102.914348185272,179.265171340581,121.660467726872,179.870143363291,74.6060210752301,66.1803546670419,71.5719325434008,116.951943462898,,,90.1766868942362
2000/3/16,,,,,92.6581743657147,275.20630766621,91.656619238548,2000/3/16,158.642278805232,158.282111247564,269.697416378233,53.6792133651339,198.895698456624,119.08752300099,89.4677140131389,107.497403985929,,,,79.0552070855818
2000/3/17,167.278979902472,152.470640663491,240.015873015873,274.220318100358,186.425805455592,214.418741480756,114.289334181706,2000/3/17,14,158.097505887162,260.546303341564,77.2408536649851,133.89462896915,92.4389334338188,63.3063309550223,104.392494428685,144.310734363024,71.3924834113845,82.4966072401063,72.2421378375836
2000/3/18,147.112730938636,136.246646587036,,211.102717391304,135.3348077172,51.5833333333333,110.291649901578,2000/3/18,204.53659102917,155.995790629575,220.15844560641,119.923429222801,,103.779109653609,127.188642370287,70.9564790387049,135.561187537376,66.3178935339535,69.6616487606331,80.6275188121594
2000/3/19,205.040986680808,159.370295524339,,287.171990032017,138.294716083576,155.098908151613,155.08761759029,2000/3/19,110.425,100.42431198303,208.39363011856,149.425049155915,270.328197198137,147.468611360582,61.5706048384421,108.067657685605,118.607248009119,91.1530956004947,85.0043026642575,94.2527275058995
2000/3/20,216.893480846025,134.216514906179,,263.020408163265,163.744195878263,146.372350650957,75.7785334177782,2000/3/20,217.023793717622,224.881994763316,163.126041071844,165.920978456508,168.398608446969,284.131832738788,74.4271470644689,98.5130745214881,117.886648651534,107.980290581727,185.385932023083,78.3042323248706
2000/3/21,164.7183597869,151.295408589891,,14,179.710924545632,163.995253796269,247.246032798061,2000/3/21,189.326958801626,263.973911618749,207.880548048702,80.2443399139137,221.742568777285,140.967945369216,85.2636318088957,59.5103043131796,156.762344009027,87.5039625072734,34.1289655863571,117.789543772535
2000/3/22,196.276580090267,110.835371379968,,,154.939214660256,170.653921992152,191.582404224526,2000/3/22,207.019467109423,217.958493308139,218.145790480624,162.848178046074,,317.872595608385,54.4144649020822,55.1015086861549,159.052959818009,86.9641933986427,75.6738808901803,144.077016291758
2000/3/23,157.883393173188,192.948797634577,169.440170940171,,156.481056002933,,235.715246491951,2000/3/23,208.907910753704,200.160861047295,191.288951205079,156.771054777555,278.434247086634,42.5819752697002,280.835124716226,88.8489171619665,163.713647348553,100.011603820594,65.3262870211843,84.4684081840381
2000/3/24,163.848028146049,,,,130.160728441686,,184.744937997766,2000/3/24,204.931426531863,181.561847638866,200.013548917479,,,149.070166335513,180.498712651963,155.021535611373,123.473429893476,105.560904459977,67.6363826772421,95.4788090488545
2000/3/25,185.684267489433,179.970645025907,266.625,240.691358024691,109.540092571715,,240.65250285156,2000/3/25,167.004327567485,218.465993059602,240.730405188979,280.813165206241,,116.154162642928,135.584408936109,113.513581484676,96.6842784163214,76.9355015651631,51.534852245762,94.1508280106902
2000/3/26,205.001998531013,113.246308929315,,232.189391558092,128.561305500648,195.34929854385,141.909459340654,2000/3/26,229.267363133881,278.702010582011,236.90805044325,320.222222222222,260,116.081629951592,53.9160691294045,153.271077805387,142.371390174853,94.8409973751627,33.7793682339499,105.97682780836
2000/3/27,153.753583035232,167.655395223993,,248.07402344405,170.844003792048,,90.9600463678516,2000/3/27,227.281573820745,246.151150115243,220.010079731996,200.362870264432,221.574440607261,141.241774756791,68.9799954205648,98.5539886802112,122.80735735222,82.5486397748082,80.2576338809229,81.6785629258216
2000/3/28,257.384718659656,191.326712737759,280.25,296.775138712556,149.273832707501,252.286801733987,245.423717390397,2000/3/28,192.616818295846,264.627032680783,211.664966033441,327.471249968041,220.367606232999,103.516150201547,18.6129155561809,117.811865168488,117.89148056428,71.0731251346694,108.150504722721,99.6231790782997
2000/3/29,191.415731451679,133.676478464125,,219.415988361458,158.497695610372,149.095084289275,241.47034137612,2000/3/29,228.540447442826,250.547466897138,146.508877800444,,158.128422663862,119.097659639788,35.0151428640705,159.590519816945,146.066462314371,111.725709533079,61.3974823821542,105.807501694315
2000/3/30,234.6491640567,157.939118648449,,253.5,123.699204940349,170.074050086356,134.217718576527,2000/3/30,250.217832798218,291.433333333333,229.118745417036,182.330878948631,192.001715755127,131.400132186799,110.084589796156,90.0136160514497,148.815385282836,64.8255616304741,63.750253316827,94.6763551532986
2000/3/31,186.476255737167,137.373536122799,,237.66567902753,175.449011396375,175.214466711671,224.433145569595,2000/3/31,114.945720895756,255.121730493295,173.390585873626,285.727739598028,167.362421420391,331.83143249556,72.4940424782188,107.541640877806,137.4702628487,116.764787216373,93.5718534279151,79.3523103632118
2000/4/1,233.20499158451,162.375051886762,,193.626262626263,138.294703562901,189.731716072828,225.533850642032,2000/4/1,206.415189562496,248.145347391321,187.441002849095,297.279182207487,167.834556313222,117.372125463955,110.002463665265,130.487398317711,92.4137291438597,90.3648401270887,109.062643553829,80.346319104167
2000/4/2,178.184277618379,133.689419571511,202.5,301.292613636364,131.31715450692,188.471721499118,142.613270324158,2000/4/2,160.877640001174,244.991323169584,223.942858992639,272.445663298831,170.217448357958,107.920848990134,59.4889208139523,68.689372607422,137.801232710212,97.9125303402272,51.0506420731187,92.4233778325869
2000/4/3,194.508481518615,138.834656922047,231.656816388386,275.687633216636,168.039357488294,122.764333702594,126.473922413793,2000/4/3,143.587471319614,113.858799171843,175.244913607643,158.650071123755,195.374422180423,121.292649834911,124.039404979792,95.2676167848933,106.980444773772,111.787060186162,190.130094689173,95.3125810859497
2000/4/4,235.81140813633,145.558757154441,165.530048076923,298.961895250899,148.399688721072,,149.058712121212,2000/4/4,188.789939008367,242.002208759932,158.061348944743,131.042961541301,134.353982845632,87.0388569044126,58.6234675818344,65.7862418794239,113.664785525748,68.7245630933734,242.629977698676,104.081572431495
2000/4/5,196.280562518744,168.897083957797,137.333333333333,,116.023994523843,145.170670284479,162.083923332082,2000/4/5,260.485543411207,263.42,225.209132917616,153.51043106457,176.66329182653,143.802516968843,84.3425781288277,43.1442234383414,88.8683335128636,62.6326828016733,,93.922634376572
2000/4/6,193.774746863256,145.97504877037,206.597448979592,,187.937926416236,187.222222222222,173.712128376513,2000/4/6,231.328827940495,228.258271021907,191.404923169177,285.924444542118,183.999571370697,95.9601033719073,71.5880817480065,43.4825924403018,152.013453152684,108.141797471063,153.914000692196,98.1820930573438
2000/4/7,189.837742645445,146.706264278628,265.029027154038,358.277777777778,142.976550709473,119.100735293451,216.859580783036,2000/4/7,226.471527392933,277.237320082959,213.352081899564,161.727525995634,139.769467036447,117.792524488763,93.0649617596975,88.644392263086,131.863192198688,88.0928810708525,86.9537958685167,85.6748914725731
2000/4/8,157.760530520357,124.827140652856,228.926839981757,290.462121212121,152.923588412959,194.060555549608,,2000/4/8,101.085374567357,237.808243337737,183.252044784116,96.2122444646356,306.031075945464,134.538881522858,101.433901364104,73.7774968734963,103.500514746069,56.4164697017326,50.4194538657381,119.535815055843
2000/4/9,219.038693310546,144.746833718305,151.511607142857,245.444081065585,146.552543699883,220.765338896844,245.81307439706,2000/4/9,299.158148446234,282.25,159.349446100807,331.928114513423,,116.841785458083,61.5117914670825,71.8096401039927,124.372991816532,112.721731042079,43.051712315855,91.0316762430076
2000/4/10,219.60252324726,160.422560954953,152.3,,190.486057487951,203.426982327362,220.6,2000/4/10,145.060632268451,246.635616978155,199.663323292602,217.242195249282,284.753918495298,134.699567289485,85.8633368768292,180.568769556753,93.8793164194171,60.7324126752328,93.7239385265384,115.00397576013
2000/4/11,166.932704337326,239.421472887629,257.295409502384,296.520933872824,189.187634308795,140.02259958841,207.308677458635,2000/4/11,189.785563325563,251.613190902431,243.656456537179,289.235125676106,146.01903315338,92.9802982094409,62.8714512935453,100.177261139102,123.192709754982,127.578870737775,80.110143754967,107.521624945224
2000/4/12,185.66667940642,,132.777777777778,255.344624963159,209.452890201806,107.040641961011,229.604446276538,2000/4/12,159.921758980354,201.39003634303,224.596012641761,240.29539442993,210.268556641063,137.809014582195,68.3301763507987,155.559021835901,123.109597119447,49.8558203844956,77.4992130967441,103.238526143639
2000/4/13,149.123498419093,,212.643425033748,243,212.067626262626,185.128120718085,251.430638909757,2000/4/13,192.185293198757,231.034693606118,227.187988992295,311.973130317958,344.443298969072,220.127797230402,106.648192562795,146.633621458278,49.4818011061031,,51.4627024211984,129.494391827022
2000/4/14,181.416001338685,208.839625112972,278.731509794553,260.607142857143,188.479044082609,121.960018133704,200.94732365424,2000/4/14,218.05780580255,142.584301070172,254.588244333213,232.696701568523,322.373331096942,358.463801961119,74.9037628590957,211.579349918184,160.458465683828,73.5746699188462,45.7485596291992,89.5084169188093
2000/4/15,208.289151611455,234.297503695552,251.281176470588,376,193.569060094171,160.510962569941,262.353829932553,2000/4/15,178.648023859735,242.139890233926,233.732911119804,254.427544071788,258.630209302753,169.373795666763,84.6953912868095,98.8378770018145,137.743686575264,72.3419176738846,89.1469978823093,59.408749194849
2000/4/16,234.059872067602,208.363060746205,272.90504637598,124.166666666667,179.25467369267,110.664625374023,183.142262680471,2000/4/16,248.0779087577,212.274392875281,338.209506830275,255.577306619901,222.517580007048,224.684473440861,70.4069278762913,75.5507057885123,82.3273124761569,98.6191896208885,58.9238604437597,56.4428573992957
2000/4/17,202.184426445781,133.44274442133,224.726817261686,304.937086127035,177.037571515748,113.657077373192,220.052674505406,2000/4/17,269.002227088258,272.856577599092,262.684744912999,146.680350529446,177.471762120826,165.701778859126,139.975458899037,105.494244375585,104.94338285573,73.2668004971404,151.916540722082,76.6600160538645
2000/4/18,226.600089612932,176.701971621793,289.386685091965,278.148574214047,117.618516317529,140.695878104337,185.117452855028,2000/4/18,223.240973674303,243.130751534563,201.762284052862,255.015253031581,155.836684318599,90.1196631319662,80.1745524861721,136.155873837576,149.192244201711,87.1394681706229,,71.5763624085902
2000/4/19,224.105772906321,115.151906212777,246.195795795796,222.612943368848,146.019080660025,108.466427323928,177.250671699523,2000/4/19,177.132391052472,227.994126984596,204.475362404851,118.742378195914,204.024525746828,121.713070931476,70.6675823116322,104.548754945509,107.058255214828,53.5295259169535,80.1121488189328,75.9317521374027
2000/4/20,249.910852231019,177.959059362782,150.604166666667,321.333333333333,157.890121923524,129.464001082576,225.951442028487,2000/4/20,217.432063977057,227.140025966217,202.696863514639,168.462663801163,299.644210250151,116.298983945852,84.9908369841854,93.5198425012559,121.564395004368,61.3239587883399,60.7476180573676,104.816287998902
2000/4/21,200.532059045296,144.205006028408,280.860917178889,321.711538461538,196.139278299261,105.829386519716,196.619412313284,2000/4/21,98.6617550108083,256.341754959166,210.68787447206,179.254656480872,220.942210287021,264.633222737719,120.432887669782,111.616296690407,151.194800596067,66.8449469990334,190.158150480165,83.0456835881738
2000/4/22,220.699115141914,193.428340811687,285.679464213947,249.236857825568,162.227189496996,112.056228795444,280.0412456704,2000/4/22,209.410266316551,264.576542930204,215.949098675973,161.895240975381,238.231311304745,132.590542136733,81.8062638058457,140.944229881572,127.41758381412,63.639117964924,116.608103727715,93.1630410518231
2000/4/23,205.530125944783,190.073279128335,209.85989010989,352.875,159.52377320722,127.842900791721,246.643490559846,2000/4/23,219.65773832713,260.184550127988,223.956584191409,154.367216275763,260.676316543557,204.906850780817,76.4269064061446,141.158295259538,81.119262224729,64.8401112497327,130.899156106006,67.95069730631
2000/4/24,191.36615586017,155.062540189065,250.029166666667,303.169055299539,153.59606617626,130.936937860603,239.309003733966,2000/4/24,157.824774926106,280.376507291158,217.437247098659,207.200029137529,257.771400999029,161.92498465381,138.034301535009,62.021423941477,143.294638386227,97.7921986832033,39.1730466081461,82.0489442195279
2000/4/25,,,73.1333333333333,,0,,394.792450691453,2000/4/25,5.39260173895148,117.679365079365,208.358293223633,214.385818663556,128.791165715235,100.329061578521,65.6532146474279,78.9033340990967,91.0516165907577,,,109.381828308751
2000/4/26,,,,,,,,2000/4/26
2000/4/27,,,,,,,,2000/4/27
2000/4/28,168.83639085681,,195.149147567943,,211.057589371378,,,2000/4/28,,,216.400846758583,,,,,,,,50.759317975906
2000/4/29,194.176401220621,125.411429942928,211.894566296805,294.36758934988,148.499189031254,176.403509258443,164.46790465363,2000/4/29,192.771550061533,211.865406222349,146.461080789861,,255.821065144403,148.653161962051,66.528378582301,71.2581834994266,99.0349309564955,93.0446720655763,220.763932633713,86.2092513711504
2000/4/30,211.088560206984,122.284713892344,284.687461166285,255.813252744687,161.893032421905,282.854870161539,160.892410789433,2000/4/30,172.779537271264,235.425879515233,246.030379485255,287.093595271935,249.659647300287,413.211980800858,73.1548575469355,282.93392367681,146.809470180238,96.3140486158283,107.794761932855,46.9711878093449
2000/5/1,180.253034786006,116.679925414319,92.1666666666667,279.565872135994,164.160146476747,0,107.265625,2000/5/1,322.023587463403,205,176.01844333364,238.722815271621,243.806216420312,250.533075898634,107.334673695142,46.5632328909272,95.9499098902683,90.131169861309,106.240371847963,61.4772875535037
2000/5/2,222.046276669122,191.243974562625,249.638888888889,267.068512445227,165.685109501252,134.209402226388,396.191972791645,2000/5/2,288.752441199152,243.720056935818,197.5193465378,318.627385020011,143.96634342156,174.861294057794,59.1574900437964,71.7875374061442,132.496378088266,71.2921560144129,51.7641714473145,117.731555353197
2000/5/3,191.471620832653,207.176910385693,207.975544015693,270.651546850758,158.770634722549,285.383046710956,215.935515864044,2000/5/3,222.026703238625,231.713748811534,251.966261701655,150.858978527124,144.237938526092,119.219912812942,103.556634958982,101.529420056314,110.919995156036,89.8603476326454,84.1738016354223,65.8444587366243
2000/5/4,221.892379516465,190.008249357862,227.847747958999,284.952476061068,157.056182678153,197.887681629103,254.755349603927,2000/5/4,147.042562162351,263.93167756113,201.362394659622,299.683221831375,301.869973226697,82.5286299741329,95.7004998519182,65.8886211196344,143.789729623268,112.973954673529,301.235560588901,168.588608067993
2000/5/5,262.687171396891,142.464072862704,205.04468732963,263.77654878186,165.814620361432,274.816266687244,95.5152589811107,2000/5/5,212.350252585282,211.832850445735,247.580873650851,281.211544636002,187.606585164211,111.509393894539,111.755754750392,105.143718444937,154.050640795989,121.203122214848,68.9654658921207,133.782057349799
2000/5/6,187.476903461176,182.227664737913,187.965615966967,241.456707817016,126.375370566508,193.918554726722,215.700845166501,2000/5/6,173.441392609365,242.261664934371,193.007986169053,259.441698948533,287.819632464476,132.305351976009,92.6571782231616,96.1699292348678,180.065065741087,80.9799876097756,,70.8887821539999
2000/5/7,202.771739710768,253.212126634976,257.857334282099,245.50265756123,194.428990891966,0,240.834409226484,2000/5/7,312.603718496634,226.035767096991,176.270527857857,235.647486559222,191.795897271768,344.907084093443,68.893688609037,151.917660120738,164.014469905594,99.2840352671161,41.6115020179474,70.2679601079068
2000/5/8,198.510346033341,239.121631159916,214.683994050839,231.23843069114,159.828691144092,237.57483590822,215.872895268832,2000/5/8,217.047241230501,288.349994893576,280.668595102401,248.324110339019,202.357085895701,113.921367418487,69.9135691905343,151.035768734083,121.558001441466,93.1366214494754,107.793756222148,84.4133684050792
2000/5/9,215.756552402703,267.613912561799,246.785275526214,305.330792348668,186.984184826321,255.860340750248,284.819527849958,2000/5/9,235.114522514343,231.767812422937,277.130011560526,128.538714273737,179.467155707982,241.825709370016,69.5008125839303,118.529572504118,155.484688684727,83.2278415804997,92.4760029913582,269.50032000038
2000/5/10,267.942708347148,190.175443134748,245.835866415303,265.512268955001,201.097794077662,135.213561964147,196.534039937271,2000/5/10,184.924659994416,282.613393743379,265.60739353577,98.0672178657439,118.402298053502,125.042883658282,123.430317186575,110.025701582538,138.997038967902,94.4167964456946,51.0304235661337,73.3682119919489
2000/5/11,360.763847600105,192.919785103354,254.76291769565,270.412584514502,178.85473905767,158.761296586432,188.524334585123,2000/5/11,219.163651887476,227.425021714271,193.601514122978,161.967058887697,136.163686874111,153.212560999134,93.5304318024089,82.7293047781871,91.5556966223032,96.0658718474314,92.0785194556333,72.770641892306
2000/5/12,264.524950376103,260.909556236151,192.102237288083,250.347966238109,192.953066416637,158.047424156241,228.242054052792,2000/5/12,171.587301444002,265.105934577319,241.44503521709,167.299828517812,135.938407670794,124.614420825908,123.775353945962,51.6298871227404,145.624964986323,71.1378733821455,51.1151981940134,70.4233175717306
2000/5/13,236.35435293018,178.150293886859,160.722532669163,267.073292743689,199.714332600786,130.704436489986,220.078813990468,2000/5/13,123.402086229387,235.643285458875,189.546592664374,,154.518142725367,111.498616449696,109.530764810492,62.794063590461,123.057745695581,71.3396276260205,30.6198672642203,59.3529953016682
2000/5/14,217.870415560912,235.666126415127,203.359586584185,295.373075552834,148.936409599956,287.829268292683,226.490800234941,2000/5/14,185.057147476588,228.990778283515,249.519460830684,124.945497845955,203.709127571856,119.315675765352,76.7841251084635,87.587013593421,168.292247306879,85.5981638028486,136.542232358557,113.413851734818
2000/5/15,206.802756775192,227.347299206848,167.120487235939,410.25,208.25102794784,298.72491898436,153.835660341395,2000/5/15,157.342955917552,179.335220283886,205.692933364813,70.1802579130045,200.304222580502,98.4438329917165,84.8456197187061,71.854167408717,102.681119595998,126.688816942381,112.049079860207,122.505960010303
2000/5/16,203.001901109009,240.060807345348,215.11329613082,269.378648958679,180.273454226502,166.742279088226,195.983168816964,2000/5/16,152.76339804289,208.865758269342,255.86893786335,216.905410501904,165.184686075626,156.291795403907,70.8872083109504,63.0482807943328,119.874971187764,69.4614053319486,125.179102813083,117.675893600066
2000/5/17,228.022068693603,230.763954592673,258.230046106767,230.199567258897,170.046162566397,167.687048050937,196.018795887505,2000/5/17,241.383830588644,184.194704343121,201.528472066787,128.172650356796,153.65466424333,106.935467559719,84.256073422094,66.5243769280872,118.389006422682,44.1880999321392,112.915139341331,85.4598670412911
2000/5/18,233.62150282426,204.418449460468,198.374068282487,231.456525562852,172.965884179013,141.625506637074,175.978943055797,2000/5/18,275.011203212922,173.779961390332,225.799699661264,320.153064300201,117.364971238379,125.07603150536,92.603515720633,69.567716357672,75.2970194337619,63.0654396532608,156.990942691886,65.6736980605575
2000/5/19,249.006467459512,200.762259551265,217.125777419,229.211200558259,172.488384081814,147.147135268278,251.44227215194,2000/5/19,219.539211398472,198.078908644742,233.172626366209,66.2463178028876,157.847777233562,115.101102830005,128.501042625532,308.98112460158,132.312718625757,44.5679920199561,124.574867724868,154.768499898045
2000/5/20,250.985555233512,183.883852232081,187.060080540691,213.200574712644,161.884295409235,98.3284022956553,206.5879754002,2000/5/20,252.148728606704,255.936613617151,196.751531506116,181.298399863885,144.123332744845,107.663761832647,87.176970353567,74.0778351141804,79.3876733005039,67.2107193079751,103.71722757747,65.0001687831809
2000/5/21,216.272725194976,153.065322869047,224.710276073302,257.228583304499,155.247288823553,193.918516657017,230.931112131443,2000/5/21,207.14704068981,193.966297574621,236.870143633202,76.6368157492172,179.391041512955,122.721396515699,62.9272391711017,146.236315183192,143.862270082166,67.9465827414727,57.6272114701989,42.5185600895646
2000/5/22,232.22276837683,174.436210924854,222.32373528658,264.461195888398,208.573782112927,126.413186558267,188.019806250732,2000/5/22,187.645343950748,234.725248106932,191.674702785322,92.797708094214,177.499729310215,112.652411338268,166.360083805247,47.5472776242477,86.0939299582528,95.9531829471864,94.7931687643521,100.999056016669
2000/5/23,197.777246884355,129.358933736664,193.59066591049,270.312185012821,151.646630651767,219.73306647125,198.27097871503,2000/5/23,240.745951241743,257.792829076898,176.649422082395,140.463539971467,133.210169317096,187.12950968887,124.115957686139,65.0042369072237,94.0120915406524,58.4580201846013,52.262856115468,60.7232417604799
2000/5/24,197.021045655932,140.027005497604,171.425692585463,282.54163625727,128.661197239909,112.202029950662,154.636998213241,2000/5/24,160.60136672455,195.43990856233,181.350522579821,145.023501505507,155.837836605104,82.649163913731,68.9702561696887,27.1293304568622,130.710126870976,94.2247372901983,66.9794653800455,77.7070721240665
2000/5/25,184.437026301719,181.983105948863,179.14908048389,171.428407503137,145.224933212727,179.234868857983,149.73200028961,2000/5/25,220.707951452194,176.366919198967,170.132998832125,283.013538256296,170.871128235961,160.049309113234,63.2469742677286,39.2607285747234,99.837112931448,63.9188286917288,39.7762602781834,37.5579189775197
2000/5/26,149.787833732396,242.06107924639,188.047327435702,235.298726997167,135.573742591585,185.804969106809,180.625786101906,2000/5/26,226.610785412524,173.566685010566,187.559401534015,340.933236793677,193.962785853419,101.389464005502,65.6651544476989,103.242308375005,78.1921977026363,60.6195165701811,41.4300234409856,93.3867610184992
2000/5/27,158.350513545297,171.900683801146,195.58317525576,214.876066291523,164.454001898636,164.514046587432,234.669146762482,2000/5/27,176.08137960819,222.540207453769,167.37175733128,366.43924850806,198.995789148559,82.5870720505195,55.6940408873013,20.1921466721071,85.415654672508,121.070359327622,34.792437842954,136.258240730347
2000/5/28,180.569861616149,209.478354121558,218.352518511364,231.609164838739,148.381716847809,148.745631206524,149.954354257956,2000/5/28,164.972161122521,151.377034745974,176.999024535457,216.450798990749,165.868984322867,114.94750637039,88.2851302316118,88.9245474570086,107.347291241707,74.4732019042991,,53.6878000304727
2000/5/29,198.135479782599,193.567043334834,155.187848865357,218.931185652656,198.837123956019,249.365753235803,250.655634339392,2000/5/29,62.3821599486785,153.244606154553,337,,,,,,97.3508940558725,50.8122868178536,,9.86945404916639
2000/5/30,177.745164189676,155.368170867291,147.600576246496,192.073697557481,182.895333930134,115.949297615407,165.273487811941,2000/5/30,221.064616986394,203.518845019952,177.283342570338,277.963472672709,126.197648752468,139.949111715116,65.2705839999326,97.4334155147647,72.0599218097903,78.129645750615,166.591134161855,43.8046357949622
2000/5/31,225.880724947241,140.766805785897,143.101384330141,168.089567688027,163.714606325879,161.978780434144,79.4950924962934,2000/5/31,158.148867429343,183.270406724589,129.268732551902,171.564954274219,226.838784032854,141.154777340579,84.3555014047114,80.2231132325584,68.4387518391449,62.5610087864934,91.5269589355014,113.582841637222
