date,ask_C,ask_mm,wcus_C,wcus_mm,acn_C,acn_mm,acs_C,acs_mm,gp_C,gp_mm,ice_C,ice_mm,sva_C,sva_mm,sav_C,sav_mm,rac_C,rac_mm,na_C,na_mm,ce_C,ce_mm,cme_C,cme_mm,ca_C,ca_mm,saw_C,saw_mm,sae_C,sae_mm,lol_C,lol_mm,san_C,san_mm,nz_C,nz_mm,as_C,as_mm
21/7/2007,6.046994167,4.129682887,7.023353617,11.25313744,0.934886257,0.003849481,3.432948698,0.930603096,2.319370141,0.323481762,5.127761243,1.30943636,0.381746694,1.053108034,7.142202226,3.4037825,0.952489239,0.311258014,11.38491589,0.967703853,10.14987795,14.93930147,11.41469517,0.942295888,3.481659364,5.152889514,2.320421449,4.482135585,4.006673153,13.75250776,3.430730409,4.184725709,-3.960074127,9.072547365,-6.036071773,0.163589924,-20.09220167,1.302950385
22/7/2007,5.414578689,2.496041405,8.294783819,15.15931005,1.628643277,0.023752387,3.48791153,0.451366429,2.739672562,0.674277964,5.451017412,3.858754421,0.216813738,3.24972048,9.106347081,2.056204894,1.050338653,0.376941954,11.10887659,1.490073872,7.853783225,4.902193725,11.22664728,0.500835272,3.255312979,6.491204481,2.241756,5.130024762,3.129518634,15.83493875,3.558564284,2.987300197,-5.204761511,7.767982639,-5.244395347,1.344583878,-21.53027603,2.224543062
23/7/2007,4.331603565,4.996891831,9.005133878,9.929614514,2.010642345,0.009095178,2.227024757,0.448021998,1.731936053,1.770065392,4.21588438,4.651316825,0.701417181,3.787737992,9.583997402,4.628047435,0.994367399,0.968748269,11.89005939,2.257879129,8.671540012,9.943207525,10.61042609,1.746481741,3.579619847,4.38170777,2.172772564,4.489215887,3.195863718,8.268689508,3.438644927,3.12130817,-5.271628596,5.138783337,-2.052549657,4.621602666,-22.73148503,1.221956825
24/7/2007,3.328784303,3.289795684,7.189771079,5.090791648,2.040587925,0.009929776,1.606367761,0.328150666,1.371196832,0.369383451,3.43208982,1.286837008,0.814422519,0.444584725,9.461170705,5.79226255,0.558545994,0.992948255,11.18871784,4.226746461,6.394723416,9.45578746,10.86320137,3.01841295,3.066966301,5.352031799,1.629087453,2.355855987,3.109377551,13.34354834,3.114568331,1.347503307,-4.155851488,20.40350385,-0.526205766,15.47562025,-22.93330617,1.060476056
25/7/2007,4.175120916,2.303987991,8.996086887,0.491474961,2.341204815,0.004140147,1.321834843,0.321049337,1.239678871,0.923891578,1.849117482,1.207251593,0.673378901,0.294916541,9.586883113,3.95363767,0.480957441,1.353117561,10.0803489,3.597153588,8.247248345,0.082374167,12.48172023,0.302763422,2.883100769,3.778823061,1.146150518,1.236669228,3.023865777,11.6449628,3.068309648,2.480106095,-2.984626859,27.17570601,0.180788855,11.82466303,-23.9053267,0.369555521
26/7/2007,5.971883724,3.010528325,11.66402313,0.543923047,1.620250315,0.013578893,1.484705629,1.53389314,1.110604646,1.088404967,1.322941632,3.287300767,0.562283287,0.275498364,8.830491517,5.143974835,0.502340409,1.169700546,10.2704043,2.648852092,10.41453554,0.785249494,13.29952673,1.612998181,2.819230028,7.089846696,1.296039395,2.579486821,2.912086423,12.1622992,2.613938771,6.668471129,-4.04454975,8.536608328,0.053718283,3.887379701,-26.43552078,0.147297005
27/7/2007,5.891451953,4.157787355,11.60297505,1.661951401,1.861523291,0.023023123,1.042477238,4.600317053,1.269274076,0.563977089,1.36846458,2.61638078,0.696482169,0.125171499,9.483905165,7.690743303,0.286558295,3.217891698,9.631088526,3.704986016,10.38450094,3.067004446,11.12326291,4.561234817,1.589323362,6.859815463,0.689113716,1.747363265,2.52420074,11.75712543,2.43206005,4.891884466,-4.722929437,1.544640832,-0.57225376,3.630938465,-27.03807522,0.343189177
28/7/2007,5.735964192,2.753336073,10.73074343,5.076055798,1.395074625,0.072227267,1.040925359,3.695526364,1.083314937,1.090104569,1.668299888,4.431775591,1.266599454,0.116502543,9.572305099,8.44177298,-0.015382274,1.380414569,8.663157948,8.914768726,9.527055624,4.608049341,10.35352948,3.910169257,0.503782624,3.926168804,-0.047762735,0.490837492,2.821787674,9.123975653,2.297980224,2.339187837,-1.157508153,3.436891109,0.315364821,1.894538076,-25.75547082,0.611155352
29/7/2007,6.110905493,5.164432827,9.387485905,7.979792411,1.124864895,0.070218788,1.708604721,1.35759575,0.509432129,0.514472896,2.170323417,1.228502679,0.967565574,2.564941968,8.650916893,2.887419424,0.085776312,0.71951973,6.734443441,11.07890409,8.522037769,3.736092863,9.87389989,3.648270605,2.063023829,2.660696734,0.664018105,0.491961306,3.245420868,10.82152351,2.352497246,1.407339902,-1.660770208,15.11699689,-0.382121443,10.57153651,-25.37965428,1.277983004
30/7/2007,5.329310977,3.776170203,7.208770024,3.424369406,0.611606519,0.433138011,1.965019421,0.462746845,0.39168631,0.371886376,3.371719554,2.838639579,1.495511046,0.766218659,8.288807324,8.019416256,0.082152515,2.350661626,6.942094714,4.940316245,5.310824968,7.005145081,12.10517154,0.400338135,2.746989598,2.872932127,1.710961535,0.902989224,3.356030472,9.817713602,2.470769504,1.265573268,-4.262918995,12.88309903,-0.36609363,3.733726518,-23.64815994,1.128542324
31/7/2007,4.885463879,2.627532634,6.978259793,0.986929699,-0.262780687,0.671653401,2.952952001,0.398460625,0.069704882,0.510724693,2.297202911,15.54761569,1.438221572,0.187005143,7.950190713,4.544318836,0.774675343,0.334927749,7.883713363,1.366196682,5.92969514,0.130162566,12.97964539,1.478650948,2.893687193,2.961638581,2.399273465,0.996473347,3.493515679,7.68880047,2.278765769,2.437637009,-4.458197405,7.300464745,-1.145391267,0.271870562,-25.36146175,0.672493017
1/8/2007,4.368496229,1.428386269,10.07170714,0.351216911,-0.35600837,1.973804048,3.700208661,2.185209081,-0.640505812,0.356842399,1.054288753,4.692440447,1.246067534,0.08716473,6.876096021,10.35574356,0.510914657,0.467696624,9.160224333,2.754934947,9.886374808,0.015696218,12.62684365,3.527135712,2.666804335,4.139998667,2.369095646,2.097135423,3.614503159,6.248510331,2.103434679,3.104942466,-4.094395962,1.282602488,-1.224041729,0.32736912,-21.33728939,1.57690785
2/8/2007,4.582170918,0.757819096,12.36986888,1.434803395,-0.734207299,3.067090259,3.697434063,3.443157337,-1.14260626,0.279707216,0.843428032,0.50619165,1.047145434,0.184329405,6.953402212,5.032497933,0.096239547,0.274931276,8.844144805,4.106298409,8.627594462,14.18656009,11.7562216,7.932319414,2.232220147,4.749029387,1.555267422,3.263047311,3.76044593,6.501678506,2.117649823,2.508553663,-3.824440495,6.399532291,-0.658030314,5.307155623,-18.67465477,2.06121085
3/8/2007,4.32700588,1.521070836,10.20874886,3.761631695,-0.919691051,1.758440688,3.136399324,1.35283535,-0.202642535,1.159433507,1.42130808,4.860950448,1.465412845,0.205771848,7.395887047,2.58191439,0.590412558,0.205429029,8.448403685,6.227371247,6.26036531,6.161780772,10.22343471,3.17832964,2.194209269,4.072712685,0.433632614,2.153888463,4.122866489,3.042535868,2.313405557,2.049455599,-3.675481675,15.51588759,-1.324848395,0.329721015,-18.85014274,1.332156457
4/8/2007,4.672697613,1.840362281,9.22882323,1.565574758,-0.954131674,0.478427062,3.325507479,2.663163328,0.162148634,0.716524967,2.160668643,4.513148445,2.105926689,0.446716729,9.033299161,7.0012172,0.593249343,0.162103291,7.55450517,5.218399981,8.970020506,0.033809321,10.19050385,6.536060844,1.938164482,3.836039792,0.090325228,0.939367981,4.589589688,3.391237514,2.636963772,2.383714417,-3.753796168,7.342832047,-1.788170369,16.1024631,-17.71432967,1.64816875
5/8/2007,5.287568737,3.113090103,10.66947137,1.479336568,-1.287458159,1.610188929,2.684150363,6.161492323,0.428361017,1.096007688,1.661844287,2.278480208,2.3211074,0.610691596,9.65628324,4.860195756,0.351696921,0.229204609,7.285701257,5.828553332,10.95748456,0.093162531,10.97567911,4.606121139,2.927446065,2.710414485,0.916736766,1.688658752,4.71675141,3.91724697,3.018380198,1.746647548,-4.221441835,10.37207935,-2.709678925,5.001928805,-17.18477414,1.688544301
6/8/2007,5.120311538,4.1232518,11.16486389,1.024885584,0.284680461,0.064036073,2.118353156,6.303513476,0.691406355,1.144455304,2.051163723,0.127554043,1.830437811,0.184266299,11.79642581,1.732435716,-0.135248808,0.184434209,5.977993643,7.992890275,11.21120447,2.402021418,12.46223296,1.150036549,3.214392432,5.243140133,1.250502896,4.201532831,4.785409779,5.534310571,3.655057553,1.532829923,-3.745635475,35.97707967,-4.776258851,0.601649816,-19.21601703,1.33377556
7/8/2007,4.267722517,3.894362959,10.08128803,1.864037735,0.515627293,0.046763645,1.825478971,1.635913665,0.140190799,0.480707162,2.845280689,0.096331097,0.681578145,1.112189436,14.5196111,0.161819176,0.581111454,0.211247757,6.581479701,3.9813002,8.865638692,16.42688653,13.22836123,5.471850173,3.308750008,3.846687531,1.668624122,2.503087604,5.278040524,5.195075055,3.651520388,2.617027876,-6.603848949,11.69397664,-5.789625959,0.021137737,-21.4104519,1.08086482
8/8/2007,4.916465161,1.971696397,6.837476301,3.840914094,-0.471284112,0.554201384,2.323420596,0.73367011,0.156098164,0.171746757,3.798600733,0.8090791,1.560494834,1.409823262,14.81981045,1.978041419,0.606992426,0.30531254,7.394975061,2.741051126,6.104650673,29.2135439,12.83569976,2.684013398,3.865315162,2.887315077,2.182986821,1.313922552,5.567426306,5.042098048,3.538420198,1.704919437,-5.582953202,6.918915771,-1.881479653,8.966245943,-23.26046411,1.112301984
9/8/2007,4.882585649,4.623764856,6.606156958,1.93702219,-1.342780162,0.060550293,2.952659427,0.135444583,0.496085336,0.059182753,4.456255926,2.266626524,1.335332364,0.626586888,10.84504424,8.288409362,0.538883618,1.157050025,8.406807309,1.440385954,2.18801071,11.59931135,11.51695778,7.933502341,4.487533828,3.334612308,2.830564721,1.526653911,5.682962587,5.293689623,4.326157918,2.145729826,-4.643886575,3.282156601,1.021801552,15.22969542,-24.62203678,0.909803925
10/8/2007,4.421134258,1.380286735,5.917936228,4.249969408,-1.107497797,0.009105535,3.068234177,0.231468888,0.47623742,0.108054887,4.495964084,3.338978369,0.944172815,1.50092959,10.09914136,1.838573216,0.069281262,0.961264829,8.862116122,2.873068101,3.659711306,0.742270591,10.57370259,3.310922371,5.314777602,3.049540954,3.149792141,1.086414383,6.053183437,8.187120124,4.002843557,1.965973443,-2.857543499,17.406206,1.320174168,48.99579578,-26.35755341,0.966215545
11/8/2007,5.049505581,0.371383543,5.772033065,3.741023378,-0.040217027,0.004979082,2.920697583,1.550673282,0.156997953,0.599171408,3.728136849,4.657675711,0.258999293,0.587195136,11.25792549,3.45752699,-0.492555412,8.047604077,9.164258667,4.884616194,6.748063893,3.014798806,11.79202183,1.546961453,5.051616017,6.466937119,3.775221034,1.933992918,5.599495345,11.71116766,3.523506118,1.651888582,-2.507325274,17.5925242,-2.281874799,33.51521748,-27.67231554,1.811124221
12/8/2007,5.591862906,1.469109421,5.535679063,8.409185641,0.920315309,0.02672374,3.481843301,0.317131827,0.073279803,0.250842317,1.37720033,3.998540841,-0.027958946,0.15037604,11.90975062,4.099024751,-0.857396746,7.097362104,7.002788299,7.975391697,7.972955023,1.751278011,13.25124518,0.185030095,2.807062242,5.330190172,3.53020015,3.567802351,4.651980914,17.14263139,4.136796802,2.476414434,-1.633753408,14.52548338,-5.156874133,0.784365273,-25.66226096,1.39942839
13/8/2007,7.070334389,0.465056593,5.495144368,1.797388364,-0.195418861,0.01119896,3.127746917,0.353281067,0.159476562,0.123620449,0.717794703,2.327748998,-0.025504015,0.225133521,12.04341857,8.666361409,-0.957934116,2.995857415,6.8858884,10.42918164,8.024337598,3.933500549,14.12248685,0.370254528,2.58039693,2.772406531,2.80668551,3.679855965,4.470220159,10.6282697,4.67574413,1.003422781,-2.587173299,7.483961625,-6.821411978,0.665876702,-24.72806312,3.227947662
14/8/2007,7.480814684,1.320165977,8.109795023,0.364755275,-0.172773263,0.003347356,2.362929649,0.638889082,0.455866152,0.237253274,0.099496141,1.468789825,-0.069501808,1.201876362,9.465006564,4.978495069,-0.133694464,1.649403904,6.640589411,5.139963328,8.69668868,5.75658709,11.91315378,6.978572806,2.059979969,5.694528589,1.896957637,4.697633662,4.163047113,11.65383434,4.297915241,0.893452992,-5.081345981,4.579492403,-8.441651538,0.013707883,-22.14261177,1.799959821
15/8/2007,5.997413905,3.534464141,11.36926555,0.241511894,-0.443156968,0.049066253,1.412689598,0.913157079,-0.69323397,1.407244983,-0.275374778,0.88473631,-0.619794886,1.091523304,9.748615738,12.44119365,-0.594651981,1.090357576,6.720988029,4.198590186,11.11157297,1.95692256,11.83496287,5.553409333,1.120542717,5.218829157,0.105819284,3.474102561,4.065047806,10.18032306,4.138248503,1.8135523,-5.535798275,0.719092432,-4.393313108,0.5575292,-18.37775081,5.240505446
16/8/2007,6.610742114,1.329085305,12.35094497,2.531260085,-1.885522678,0.030832664,1.523142305,0.585506176,-0.931465919,2.289009476,-0.078318579,0.814721271,-0.985909421,1.318687214,8.73995003,8.622751251,-0.67860111,1.663534848,6.616074965,2.576815862,9.178457292,11.60458715,10.05923929,5.597889288,0.26402033,4.105473681,-1.145349361,0.998754454,3.709987923,9.333420194,3.76891337,3.147725835,-4.279372495,0.250106338,-1.395210749,8.158990624,-14.26736993,8.45178291
17/8/2007,7.243076357,1.992611269,9.372307346,6.638439206,-1.585345028,0.038634613,1.927489121,0.404070969,-1.020870976,4.443875996,1.263906915,2.332792375,-1.981712452,0.921756065,6.915103331,13.13773905,0.112466741,5.174128237,6.004645338,2.255825598,6.074377597,5.449693886,8.383615508,7.000763921,0.254227207,3.814695332,-1.374708419,0.981258697,3.512408275,7.583692414,3.4328783,3.405034319,-3.887738079,0.330383917,-1.855213687,0.644549028,-10.32890902,6.66852291
18/8/2007,5.900348282,2.845018691,7.683592636,3.966999063,-1.533108731,0.113721322,1.471597519,0.165127366,-0.7620027,4.108768873,2.132300285,1.471443749,-1.876643826,1.118656219,5.484741158,5.769302293,-0.031220789,3.604499297,5.043298053,5.557098227,7.361496166,3.806883684,7.717842544,8.151694216,1.021930228,2.570343795,-0.565419932,0.162818337,3.46230289,7.949821168,3.799349633,3.027576967,-4.160859307,0.457887525,-2.736105772,0.099483061,-11.51149154,4.501558962
19/8/2007,4.711188366,2.560700285,6.34947455,3.854687826,-1.384245124,0.109172354,1.813676995,0.071284877,-1.282715269,5.558129297,2.169065738,2.352371592,-1.183792703,3.671023431,5.989508365,6.536476737,-0.728776957,1.927190311,4.401665303,4.562336227,6.700627349,8.128896758,8.357227565,7.784165598,2.292500147,2.85952449,0.486638682,0.432174448,2.894094933,8.233256192,3.928744927,2.722256816,-3.859822616,10.47041085,-3.255914352,0.318613263,-12.54118514,2.612547394
20/8/2007,3.657947165,2.659318539,5.941467967,5.786434662,-1.712985339,0.005006675,1.322785003,0.040459183,-1.613554075,3.934052162,3.276397356,0.081847905,-3.289754372,3.844157924,7.4072764,2.420641691,-0.551481505,1.502795172,5.004516558,2.700113141,3.801732299,10.25696729,9.058957664,3.661520244,3.006495741,3.38580061,1.011767599,1.445293795,2.829397882,4.823652411,3.746588357,1.829020904,-3.89113028,9.757663969,-1.808672733,0.107521803,-12.92552568,2.087685802
21/8/2007,3.670339357,3.582358618,6.34135779,1.762798466,-1.662211918,0.008417372,0.879316523,0.375720251,-2.779622428,0.656642051,4.676577975,6.953961344,-3.872141891,1.528490763,8.48471782,0.488772991,-0.638202119,3.642931395,5.171681558,3.045343672,3.118308027,12.2997581,9.47235649,5.972158671,1.805068311,3.847766195,1.16963839,1.916905645,3.102930105,4.213469337,4.038548847,1.59641107,-3.872156782,23.57613454,-1.821444482,0.660344407,-13.68148356,2.148233026
22/8/2007,3.616828035,3.057221434,8.105099992,0.933640812,-2.138905048,0.492428805,1.634741314,9.321111417,-3.22514094,0.496339548,5.539570943,11.8483591,-2.409348426,0.19464886,9.217306785,0.447016562,-1.549102877,4.217700912,5.389784102,4.13132891,3.956140062,6.83793002,8.896665329,10.07844097,2.156092415,2.915138859,1.566724909,2.026138477,3.412221809,5.008986247,4.176584356,1.758750497,-4.135470585,22.63526482,-3.198947769,0.0281551,-12.9307321,2.356118486
23/8/2007,2.782019572,4.200322606,8.752129867,0.901980628,-3.380917016,1.345476315,0.05053279,0.517897015,-2.901049703,1.829649399,2.865066714,3.254654868,-2.891308051,0.474080321,10.34871054,6.453031344,-1.456297793,1.589482507,5.886756201,8.845559613,5.157837451,1.685928371,8.287676388,12.88842819,2.307388185,3.078785188,1.503545965,1.471466636,3.743849419,7.029983996,4.60875098,1.986069806,-5.39212528,3.967321977,-1.250234534,0.316312693,-14.54038037,1.336853181
24/8/2007,3.389494843,6.557184326,8.918085961,0.899807172,-4.275001175,0.064141735,0.487748913,0.14880744,-3.361789967,2.232919965,1.930507861,2.021207196,-2.516251404,0.223003185,7.582408953,5.531517191,-1.420048957,3.728868195,5.891988094,3.799872104,7.182779532,0.402918841,8.681525566,9.35940082,2.249837278,4.087760065,1.359927086,1.744489911,3.548204342,7.680601537,5.195396513,1.555379684,-4.769145698,8.102420057,-1.471989579,0.562228276,-17.00796784,0.867371373
25/8/2007,2.747058976,2.822557652,7.131897632,7.716163239,-3.369432793,2.020123905,1.31364942,1.362328776,-2.536281805,3.01269588,1.893523406,7.487880994,-2.787189557,0.665286126,4.936277424,11.69744543,-1.033504903,2.882486337,5.937144749,1.707825346,9.441762745,0.536531601,9.027556906,4.325930329,1.401791347,3.946546435,1.186482051,0.862032873,3.892759117,3.378585676,5.163019103,1.968277103,-3.81246571,10.75892247,-1.07877076,5.46650934,-17.18582574,1.049887365
26/8/2007,3.258136367,1.365335423,5.033816123,5.405808815,-4.333138932,1.422323602,2.212219405,2.104661525,-2.555741238,3.076659152,1.401776455,2.583165749,-2.468429346,1.735432105,3.647490815,7.923743179,-1.550942581,1.061791164,5.847102907,2.28926726,10.73068136,0.119004073,9.810822664,5.228926849,1.168531653,3.929896735,0.631169255,1.463231804,4.077659185,4.496816963,4.822810676,4.065166564,-3.118470954,34.01703179,-1.622052235,0.356002008,-17.4281921,0.319053284
27/8/2007,2.587098549,0.910787129,4.290769068,1.591171354,-5.156349487,0.905437579,2.072165991,3.357956091,-2.7386519,3.425786385,1.364512884,0.005566724,-3.079940571,1.374259376,2.028523254,5.269010369,-2.020477472,1.339320752,6.369606435,1.302837576,10.67400997,2.291912814,9.232524841,7.326694479,1.153189565,3.522259808,-0.050761756,1.567322168,3.955986282,6.408887351,4.626829931,3.007627729,-2.939814305,29.14572824,-0.390116228,1.877327745,-18.58760011,0.399809624
28/8/2007,1.96868729,0.542799032,5.470906523,3.379813376,-2.954621368,1.586178536,1.44121099,1.292575992,-2.417232918,3.240688461,1.738275687,3.486402398,-3.55717724,1.415495981,1.340260814,3.40002606,-2.078347843,3.142720594,6.370327885,2.483565278,9.585902914,10.29972027,8.594063479,5.97117767,1.486778895,3.048469101,-0.404899576,1.055854725,3.725423509,7.093782157,4.568079249,2.310677487,-3.016392295,11.11863931,-2.522306898,1.595591904,-19.61318289,0.555706718
29/8/2007,3.19173064,2.524551366,7.394686246,15.74604848,-4.270918914,0.41245904,1.101955118,2.445362941,-4.049808537,1.450623133,3.765869798,8.386311977,-4.301835295,0.639379495,0.828721283,4.225326568,-1.943540836,1.266046246,6.70093175,2.848063766,8.31605877,17.58913939,8.327136331,7.910358646,1.305121585,3.527688751,-0.390746057,0.513228482,3.686390334,6.501196566,4.030090897,4.46240526,-1.592901259,16.30652765,-1.292172618,8.291337734,-19.67052866,1.02791047
30/8/2007,3.407662043,3.737013074,9.280540167,4.461282834,-4.9107962,0.013983132,0.622880209,1.624002374,-4.493445476,1.662666539,3.912779122,8.150205371,-4.027325906,1.369993353,0.78328177,3.2796826,-2.013970243,0.505924867,7.134600907,1.850156638,6.234056279,11.32197279,8.695010657,5.10337996,1.259168186,3.213747722,-0.227449416,0.41729597,3.812967751,6.263214721,3.664786038,4.50665962,-1.299634654,35.95731759,-1.897307289,1.531903512,-19.05550462,0.628434456
31/8/2007,2.749372366,5.32663843,7.409715588,5.716653214,-4.863874807,0.03830895,-0.096012504,1.215497157,-4.424616199,1.555612921,3.3625039,4.187388466,-3.588684286,0.971247673,0.949801494,2.466597934,-1.594041252,1.478424288,6.61363241,4.328729535,5.43441031,0.232558768,9.183789601,1.804339715,1.367740268,3.559850461,0.474963635,0.969806717,3.780578852,7.284240325,3.037279592,1.718287142,-1.770870025,15.83159854,1.438616158,21.94961271,-17.41738776,1.584211336
1/9/2007,1.93527333,3.7189998,5.613251273,3.197919042,-6.261482507,0.154805206,-0.788600422,0.51497111,-4.678224305,1.38827528,1.931806093,5.045853573,-4.434546282,0.194435583,0.721938477,10.02973287,-2.191449358,2.467943229,6.364818809,2.537824163,5.330391333,1.152911957,9.315069133,0.474671062,1.544630864,3.364459284,0.764250487,0.627479475,4.009720616,7.695561989,3.154218731,2.039479504,-0.206569234,15.04675572,0.898818105,25.16479018,-17.19374169,1.741587267
2/9/2007,1.572842584,1.11980344,6.179343839,3.37664968,-6.335256545,0.130006993,-1.365089588,0.492646268,-4.734491649,3.115994782,-0.441445221,1.734629565,-3.942988649,1.379165001,1.841682026,10.14114318,-2.065749575,1.708904136,6.543020466,2.11363434,6.353278089,0.194476282,10.9318556,0.312181454,1.240509815,4.539636819,0.553152517,1.477690411,3.625019358,8.520742662,3.295633969,3.311000033,-0.240495983,24.96115035,0.665958752,6.664880052,-17.70386468,1.410997267
3/9/2007,0.730087651,1.521515946,6.646500111,5.876204289,-6.30408214,0.608528669,-2.713673877,0.774851976,-5.114752436,5.137540394,1.616823193,13.25223261,-2.447614476,1.718854558,0.94579131,9.334974048,-2.976742079,1.002518642,6.438474308,2.194077551,5.44568743,9.321482529,11.3508029,0.789893509,0.717231305,3.416354491,0.302276076,1.706450769,3.812133836,7.745216657,3.467802639,3.866352091,-0.629325208,15.65213859,-0.507026888,43.05779083,-18.61538225,0.966088548
4/9/2007,0.540169812,7.888299947,6.907761963,3.170797017,-8.314538906,0.534623629,-2.275035573,0.389347405,-6.372246566,3.732836146,2.96261763,12.60134488,-1.864118982,0.713579566,1.552465773,2.212805671,-2.918948014,1.807556714,6.268143407,3.375891955,-0.028741599,5.333899637,12.63316883,0.477119611,0.283116832,5.023983286,-0.26057376,1.113704186,3.310357691,12.62542085,3.657194922,4.939122399,-2.770504455,12.89372913,-4.791053489,1.74472531,-20.28503558,0.523011647
5/9/2007,0.898153646,6.50398684,6.746656884,5.547520394,-10.90457867,0.261206521,-2.111859882,0.933814779,-7.609040261,0.562381818,2.422060513,2.651825913,-3.544399966,0.174029911,3.050089478,6.220210912,-2.366474805,1.223218216,3.91531553,9.489070437,-1.950531941,4.055966137,12.58389219,1.621635039,-1.320918081,6.082615893,-1.399928949,2.800642632,1.554591966,20.22784182,3.545809927,4.036979378,-2.841920428,7.813368413,-6.276801765,0.013136784,-20.89960436,0.874690905
6/9/2007,0.309112738,5.563413618,4.881723801,2.288503053,-11.87198457,0.129015739,-3.179370244,2.74937681,-9.562265061,0.495510293,4.604575545,12.53383174,-3.686191538,0.061717127,2.784539214,9.81201699,-2.478840027,1.048500972,2.581429706,2.231230848,0.335872415,4.920806972,11.76394334,2.730278038,-1.767647092,3.852321013,-2.131011248,4.686269442,1.010014997,14.53556122,3.493456119,5.341167136,-2.799667744,7.259007249,-3.444836006,0.004073665,-20.1464312,2.80767971
7/9/2007,0.471431859,2.37336931,4.710442644,1.305754783,-12.23569888,0.09567733,-4.129221237,4.117809723,-9.447470145,2.653805619,4.283199552,5.087891231,-3.478776989,0.864594321,4.285778098,5.634978174,-3.650873651,0.354859275,3.289056693,0.849291131,4.118522105,0.986563732,11.15192033,1.220314603,-1.666250521,3.165990118,-3.106238402,1.490570627,0.87970968,7.942178558,3.332242264,5.025597259,-1.857753247,2.097543086,-2.254240051,0.455138778,-15.72264574,5.617258591
8/9/2007,1.94231936,13.57509481,5.515298071,0.606462,-13.49310491,0.185493789,-4.770782858,1.204844436,-9.362506887,2.693783105,2.541863941,7.503287133,-1.2990863,3.836750311,3.665432369,6.914856251,-3.527286933,5.73638265,3.268473443,3.397060388,5.080564885,0.459079655,12.22046784,1.257416081,-2.034218504,3.679665678,-3.989789093,2.262072938,1.267407019,4.22964768,3.169391241,3.241966511,-2.047829457,6.626685575,-2.890840333,0.8125979,-12.72227548,6.648582515
9/9/2007,4.019551515,23.46330491,7.703673447,0.383514333,-12.51760969,0.190248393,-5.256422834,0.544604047,-10.75143763,1.163087573,1.931119681,2.422405449,-1.605428032,3.368040292,3.064644347,7.705475771,-3.017661737,2.953932235,1.46686549,2.893576138,4.515533523,0.697123439,8.63588161,16.18831416,-2.165832927,2.648190294,-3.663710707,2.988042589,1.663199468,5.472123568,3.225662846,4.368503696,-1.521135038,2.973305761,-2.184615391,0.153940671,-11.00816209,8.189027004
10/9/2007,3.970165645,29.10386796,10.86352231,0.474998216,-13.84956751,0.774164188,-5.548297477,2.142526494,-11.07684537,0.531253266,2.191423597,4.403814347,-2.12399442,3.666135431,3.215517204,1.943796706,-3.336551445,1.050575921,2.454486766,1.622411176,4.717439363,1.478484376,6.119161295,10.59609051,-2.021406117,2.307380238,-4.122280883,1.942662447,1.488518276,4.544127894,3.461735383,4.329394474,-1.202885962,3.137407717,-3.141498428,0.06659416,-11.64002489,6.501067297
11/9/2007,3.070721026,0.732390294,11.14169154,0.722430434,-11.99824146,3.237187314,-5.731116816,3.469581017,-10.62098305,0.655298042,0.165840163,1.0902134,-4.635173524,0.584811654,2.674974322,6.253640477,-2.78513206,1.351570806,4.228132538,1.874924522,3.55908678,2.771938741,6.921538914,0.72003122,-1.886944353,1.603984624,-4.689114366,0.590733178,1.859265239,3.028048163,3.460183872,5.083683535,-1.926829782,0.552273366,-0.278351958,0.47754941,-12.50322432,3.807469684
12/9/2007,3.650823371,4.763571496,9.224428958,1.300167334,-12.68991754,2.477824418,-5.153136405,1.844852559,-10.94545625,0.418239803,0.954353479,30.53779252,-5.64092511,2.260471824,1.823187983,8.812994515,-3.23943474,0.999488271,4.380884295,2.145972173,4.306471581,0.134065143,7.874292066,0.500200179,-2.146940441,1.265821138,-5.270325322,0.381381004,1.976440584,4.531229692,3.269036468,2.151522662,-2.827756254,0.653361209,0.732895143,2.336368868,-14.10157862,2.142944868
13/9/2007,3.088606965,5.834121351,9.270785996,0.005320863,-11.22846093,0.623498453,-5.46301583,0.567886919,-10.70484051,1.585626927,-1.716250513,6.892018177,-5.005695704,1.382365641,1.684185342,3.156956028,-3.561522344,2.671300304,3.953681369,1.97878552,5.560291837,0.275950284,8.022760056,5.833120668,-1.807035287,0.925841524,-5.217406666,0.604817839,1.99779756,4.671201641,3.786507661,1.647609844,-2.238298596,1.051123808,1.304201222,26.59911175,-17.0148545,2.786848528
14/9/2007,1.569245191,1.38904846,10.24948224,0.091391822,-11.06925289,0.405598155,-6.935830696,0.070600433,-9.418820934,2.694564991,-4.442773464,0.298725512,-5.07613154,0.752774732,2.395189974,16.93052141,-3.91685364,1.712085666,2.307665024,6.966216282,5.651630217,0.752922318,4.537817733,10.63868526,-1.543690806,0.959007444,-3.572707847,0.493296162,1.708425349,3.632170282,4.024868907,2.505566242,-1.86837735,0.167095999,1.666062721,1.741067148,-13.16711181,5.537864679
15/9/2007,1.120153475,24.59730287,8.906756214,0.891407906,-10.98444349,0.275670874,-7.284992467,1.052563777,-9.617798218,1.804862751,-4.706350039,8.923932472,-4.9364534,0.471425517,0.428060046,9.90102797,-6.114759748,0.121471285,-0.979347568,3.584668361,7.171289429,0.215627034,5.178452368,0.211094411,-1.794335694,1.351275776,-2.193016641,0.246878723,2.023398721,4.929817375,4.045557916,2.347002559,-0.672731598,0.049959515,1.543641146,18.35120229,-11.3512399,11.42904947
